NAME,CLASS,CODE,CNPJ,STOCK_TYPE,ISIN,SETOR(BOVESPA),SUBSETOR(BOVESPA),SEGMENTO(BOVESPA),CVM_CODE,CVM_STATUS,CVM_FIRM_TYPE,FIRM_NAME,SOURCE_ECONOMATICA,SOURCE_CVM,SOURCE_BRFIN
SEG AL BAHIA,ON;PN,CSAB3;CSAB4,15.144.017/0001-90,AÇÃO,BRCSABACNOR1;BRCSABACNPR8,FINANCEIRO,PREVIDÊNCIA E SEGUROS,SEGURADORAS,003115,Concedido em 20/07/1977,CIAS ABERTAS,CIA SEGUROS ALIANCA DA BAHIA,True,True,False
SEG MIN BRAS,ON;PN,CSMB3;CSMB4,17.197.385/0001-21,AÇÃO,-,-,-,-,003140,Cancelado em 14/10/2009,CIAS ABERTAS,CIA SEGUROS MINAS BRASIL,True,True,False
SELECTPART,ON,SLCT3B,02.604.860/0001-60,AÇÃO,BRSLCTACNOR0,OUTROS,OUTROS,OUTROS,017558,Cancelado em 05/11/2020,CIAS ABERTAS,INNCORP S.A.,True,True,False
SEMP,ON,SEMP3,61.151.445/0001-67,AÇÃO,-,-,-,-,010588,Cancelado em 13/11/2008,CIAS ABERTAS,SEMP TOSHIBA SA,True,True,False
SEQUOIA LOG,ON,SEQL3,01.599.101/0001-93,AÇÃO,BRSEQLACNOR2,BENS INDUSTRIAIS,SERVIÇOS DIVERSOS,SERVIÇOS DIVERSOS,025160,Concedido em 05/10/2020,CIAS ABERTAS,SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,True,True,False
SER EDUCA,ON,SEER3,04.986.320/0001-13,AÇÃO,BRSEERACNOR5,CONSUMO CÍCLICO,DIVERSOS,SERVIÇOS EDUCACIONAIS,023221,Concedido em 18/10/2013,CIAS ABERTAS,SER EDUCACIONAL S.A.,True,True,False
SERGEN,ON;PN,SGEN3;SGEN4,33.161.340/0001-53,AÇÃO,BRSGENACNOR9;BRSGENACNPR6,-,-,-,010596,Cancelado em 30/07/2014,CIAS ABERTAS,SERGEN SERVS GERAIS DE ENG SA,True,True,False
SHARP,PN,SHAP4,62.607.502/0001-32,AÇÃO,-,-,-,-,010642,Cancelado em 04/01/2010,CIAS ABERTAS,MASSA FALIDA DA SHARP SA EQUIPS ELETRONICOS,True,True,False
SHOPTIME,ON;PN,SHTM3;SHTM4,01.104.894/0001-22,AÇÃO,-,-,-,-,015482,Cancelado em 13/12/2005,CIAS ABERTAS,SHOPTIME SA,True,True,False
SIBRA,PNC,SIBR7,15.144.306/0001-99,AÇÃO,-,-,-,-,010669,Cancelado em 21/03/2002,CIAS ABERTAS,SIBRA ELETROSIDERURGICA BRASILEIRA SA (atual Rio Doce Manganês S/A),True,True,False
SID ACONORTE,PNA,ANO5,ANO5,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
SID NACIONAL,ON,CSNA3,33.042.730/0001-04,AÇÃO,BRCSNAACNOR6,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,SIDERURGIA,004030,Concedido em 26/02/1943,CIAS ABERTAS,CIA SIDERURGICA NACIONAL,True,True,False
SID RIOGRAN,PN,RIO4,RIO4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
SID TUBARAO,ON;PN,CSTB3;CSTB4,27.251.974/0001-02,AÇÃO,-,-,-,-,014117,Cancelado em 06/03/2006,CIAS ABERTAS,COMPANHIA  SIDERÚRGICA  DE  TUBARÃO,True,True,False
SIFCO,PN,SIFC4,60.499.605/0001-09,AÇÃO,-,-,-,-,010740,Cancelado em 09/03/2004,CIAS ABERTAS,SIFCO SA,True,True,False
SIMPAR,ON,SIMH3,07.415.333/0001-20,AÇÃO,BRSIMHACNOR0,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,025003,Concedido em 29/07/2020,CIAS ABERTAS,SIMPAR S.A.,True,True,False
SINQIA,ON,SQIA3,04.065.791/0001-99,AÇÃO,BRSQIAACNOR6,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,022799,Concedido em 26/04/2012,CIAS ABERTAS,SINQIA S.A.,True,True,False
SLC AGRICOLA,ON,SLCE3,89.096.457/0001-55,AÇÃO,BRSLCEACNOR2,CONSUMO NÃO CÍCLICO,AGROPECUÁRIA,AGRICULTURA,020745,Concedido em 12/06/2007,CIAS ABERTAS,SLC AGRICOLA SA,True,True,False
SMART FIT,ON;PNAB;PNAE;PNAG;PNB;PNE;PNG,SMFT3;SMFT13;SMFT14;SMFT15;SMFT6;SMFT11;SMFT12,07.594.978/0001-78,AÇÃO,BRSMFTACNOR1;BRSMFTE01PB5;BRSMFTA03PA1;BRSMFTA05PA6;BRSMFTACNPB2;BRSMFTARNPB0;BRSMFTACNPG1,CONSUMO CÍCLICO,VIAGENS E LAZER,ATIVIDADES ESPORTIVAS,024260,Concedido em 20/10/2017,CIAS ABERTAS,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,True,True,False
SMILES,ON,SMLS3,05.730.375/0001-20,AÇÃO,BRSMLSACNOR1,CONSUMO CÍCLICO,DIVERSOS,PROGRAMAS DE FIDELIZAÇÃO,024252,Cancelado em 01/09/2021,CIAS ABERTAS,SMILES FIDELIDADE S.A.,True,True,False
SOFISA,ON;PN,SFSA3;SFSA4,60.889.128/0001-80,AÇÃO,BRSFSAACNOR8;BRSFSAACNPR5,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,020680,Cancelado em 24/11/2016,CIAS ABERTAS,BANCO SOFISA SA,True,True,False
SOLA,PN,SLAL4,32.286.411/0001-81,AÇÃO,-,-,-,-,014710,Cancelado em 08/04/2011,CIAS ABERTAS,SOLA SA INDS ALIMENTICIAS,True,True,False
SOLE COMEX,ON,SLBR3,SLBR3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
SOLE COMEX,PN,SLBR4,SLBR4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
SOMOS EDUCA,ON;UNT N2,SEDU3;ABRE11,02.541.982/0001-54,AÇÃO,BRSEDUACNOR1;BRABRECDAM15,CONSUMO CÍCLICO,DIVERSOS,SERVIÇOS EDUCACIONAIS,022551,Cancelado em 22/05/2019,CIAS ABERTAS,SOMOS EDUCAÇÃO S.A.,True,True,False
SONDOTECNICA,ON;PNA;PNB,SOND3;SOND5;SOND6,33.386.210/0001-19,AÇÃO,BRSONDACNOR5;BRSONDACNPA8;BRSONDACNPB6,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,ENGENHARIA CONSULTIVA,010880,Concedido em 19/08/1980,CIAS ABERTAS,SONDOTECNICA ENGENHARIA SOLOS S.A.,True,True,False
SOUTO VIDIG,ON,PVLT3,60.688.256/0001-65,AÇÃO,-,-,-,-,009547,Cancelado em 11/03/2004,CIAS ABERTAS,SOUTO VIDIGAL SA,True,True,False
SOUZA CRUZ,ON,CRUZ3,33.009.911/0001-39,AÇÃO,BRCRUZACNOR0,-,-,-,004057,Cancelado em 01/12/2015,CIAS ABERTAS,SOUZA CRUZ SA,True,True,False
SPEL EMPREENDIM,ON,SPEL3,SPEL3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
SPEL EMPREENDIM,PNA,SPEL5,SPEL5,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
SPRINGER,ON;PNA;PNB,SPRI3;SPRI5;SPRI6,92.929.520/0001-00,AÇÃO,BRSPRIACNOR2;BRSPRIACNPA5;BRSPRIACNPB3,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,010960,Cancelado em 15/12/2020,CIAS ABERTAS,SPRINGER SA,True,True,False
SPRINGS,ON,SGPS3,07.718.269/0001-57,AÇÃO,BRSGPSACNOR4,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,020966,Concedido em 25/07/2007,CIAS ABERTAS,SPRINGS GLOBAL PARTICIPAÇÕES S/A,True,True,False
SPSCS INDUSTRIAL,PN,BFCV4,59.290.239/0001-96,AÇÃO,-,-,-,-,001953,Cancelado em 04/01/2010,CIAS ABERTAS,SPSCS INDUSTRIAL SA,True,True,False
SPTURIS,ON;PNA;PNB,AHEB3;AHEB5;AHEB6,62.002.886/0001-60,AÇÃO,BRAHEBACNOR0;BRAHEBACNPA3;BRAHEBACNPB1,CONSUMO CÍCLICO,VIAGENS E LAZER,PRODUÇÃO DE EVENTOS E SHOWS,009415,Concedido em 20/10/1977,CIAS ABERTAS,SÃO PAULO TURISMO S.A.,True,True,False
STARA,ON,STTR3,91.495.499/0001-00,AÇÃO,BRSTTRACNOR1,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. CONSTRUÇÃO E AGRÍCOLAS,024201,Cancelado em 02/08/2022,CIAS ABERTAS,STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS,True,True,False
STATKRAFT,ON,STKF3,00.622.416/0001-41,AÇÃO,BRSTKFACNOR5,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,022594,Concedido em 19/09/2011,CIAS ABERTAS,STATKRAFT ENERGIAS RENOVÁVEIS S.A.,True,True,False
SUBMARINO,ON,SUBA3,SUBA3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
SUDAMERIS,ON;PN,BFIT3;BFIT4,60.942.638/0001-73,AÇÃO,-,-,-,-,001422,Cancelado em 25/05/2007,CIAS ABERTAS,BANCO SUDAMERIS BRASIL SA,True,True,False
SUDESTE S/A,ON,OPSE3,02.062.747/0001-08,AÇÃO,BROPSEACNOR8,OUTROS,OUTROS,OUTROS,016586,Concedido em 10/11/1997,CIAS ABERTAS,SUDESTE SA,True,True,False
SUL 116 PART,ON,OPTS3,01.957.772/0001-89,AÇÃO,BROPTSACNOR6,OUTROS,OUTROS,OUTROS,016438,Concedido em 03/09/1997,CIAS ABERTAS,SUL 116 PARTICIPAÇÕES S.A.,True,True,False
SUL AMER NAC,ON,SASG3,33.041.062/0001-09,AÇÃO,-,-,-,-,011010,Cancelado em 12/05/2008,CIAS ABERTAS,SUL AMERICA CIA NACL SEGUROS,True,True,False
SUL AMERICA,ON;PN;UNT N2,SULA3;SULA4;SULA11,29.978.814/0001-87,AÇÃO,BRSULAACNOR2;BRSULAACNPR9;BRSULACDAM12,FINANCEIRO,PREVIDÊNCIA E SEGUROS,SEGURADORAS,021121,Cancelado em 14/04/2022,CIAS ABERTAS,SUL AMERICA S/A,True,True,False
SULACAP,ON,SLCP3,SLCP3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
SULTEPA,ON;PN,SULT3;SULT4,89.723.993/0001-33,AÇÃO,BRSULTACNOR2;BRSULTACNPR9,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,CONSTRUÇÃO PESADA,013030,Concedido em 29/09/1986,CIAS ABERTAS,CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,True,True,False
SUZANO HOLD,ON;PNA;PNB,NEMO3;NEMO5;NEMO6,60.651.809/0001-05,AÇÃO,BRNEMOACNOR6;BRNEMOACNPA9;BRNEMOACNPB7,MATERIAIS BÁSICOS,MADEIRA E PAPEL,PAPEL E CELULOSE,009067,Concedido em 11/03/1982,CIAS ABERTAS,SUZANO HOLDING S.A.,True,True,False
SUZANO S.A.,ON;PNA;PNB,SUZB3;SUZB5;SUZB6,16.404.287/0001-55,AÇÃO,BRSUZBACNOR0;BRSUZBACNPA3;BRSUZBACNPB1,MATERIAIS BÁSICOS,MADEIRA E PAPEL,PAPEL E CELULOSE,013986,Concedido em 15/04/1992,CIAS ABERTAS,SUZANO S.A.,True,True,False
SV ENGENHAR,PN,SAD4,SAD4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
SYN PROP TEC,ON,SYNE3,08.801.621/0001-86,AÇÃO,BRSYNEACNOR2,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,021040,Concedido em 01/08/2007,CIAS ABERTAS,SYN PROP & TECH S.A.,True,True,False
TAESA,ON;PN;UNT N2,TAEE3;TAEE4;TAEE11,07.859.971/0001-30,AÇÃO,BRTAEEACNOR9;BRTAEEACNPR6;BRTAEECDAM10,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,020257,Concedido em 06/09/2006,CIAS ABERTAS,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,True,True,False
TAM S/A,ON;PN,TAMM3;TAMM4,01.832.635/0001-18,AÇÃO,BRTAMMACNOR5;BRTAMMACNPR2,-,-,-,016390,Cancelado em 18/07/2012,CIAS ABERTAS,TAM S.A.,True,True,False
TAM TRANSP,PN,TAMR4,TAMR4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TARPON INV,ON,TRPN3,05.341.549/0001-63,AÇÃO,BRTRPNACNOR0,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,GESTÃO DE RECURSOS E INVESTIMENTOS,021717,Cancelado em 17/07/2019,CIAS ABERTAS,TARPON INVESTIMENTOS S/A,True,True,False
TAURUS ARMAS,ON;PN,TASA3;TASA4,92.781.335/0001-02,AÇÃO,BRTASAACNOR7;BRTASAACNPR4,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,ARMAS E MUNIÇÕES,006173,Concedido em 02/03/1982,CIAS ABERTAS,TAURUS ARMAS S.A.,True,True,False
TC,ON,TRAD3,26.345.998/0001-50,AÇÃO,BRTRADACNOR3,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,026077,Concedido em 26/07/2021,CIAS ABERTAS,TC S.A.,True,True,False
TEC BLUMENAU,ON;PNA;PNB;PNC,TENE3;TENE5;TENE6;TENE7,08.424.178/0001-71,AÇÃO,BRTENEACNOR2;BRTENEACNPA5;BRTENEACNPB3;BRTENEACNPC1,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,011215,Concedido em 28/04/1971,CIAS ABERTAS,TECBLU - TECELAGEM BLUMENAU S/A.,True,True,False
TECEL S JOSE,ON;PN,SJOS3;SJOS4,17.159.005/0001-64,AÇÃO,BRSJOSACNOR1;BRSJOSACNPR8,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,005983,Concedido em 18/10/1971,CIAS ABERTAS,FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL,True,True,False
TECHNOS,ON,TECN3,09.295.063/0001-97,AÇÃO,BRTECNACNOR6,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,ACESSÓRIOS,022519,Concedido em 28/06/2011,CIAS ABERTAS,TECHNOS SA,True,True,False
TECHNOS REL,ON;PN,TCHN3;TCHN4,92.672.203/0001-42,AÇÃO,-,-,-,-,011169,Cancelado em 18/04/2005,CIAS ABERTAS,TECHNOS RELOGIOS SA,True,True,False
TECNISA,ON,TCSA3,08.065.557/0001-12,AÇÃO,BRTCSAACNOR3,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,020435,Concedido em 09/01/2007,CIAS ABERTAS,TECNISA S/A,True,True,False
TECNOSOLO,ON;PN,TCNO3;TCNO4,33.111.246/0001-90,AÇÃO,BRTCNOACNOR5;BRTCNOACNPR2,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,ENGENHARIA CONSULTIVA,011207,Concedido em 20/07/1977,CIAS ABERTAS,TECNOSOLO ENGENHARIA SA EMPRESA FALIDA,True,True,False
TECTOY,ON;PN,TOYB3;TOYB4,22.770.366/0001-82,AÇÃO,BRTOYBACNOR4;BRTOYBACNPR1,CONSUMO CÍCLICO,VIAGENS E LAZER,BRINQUEDOS E JOGOS,014133,Cancelado em 01/08/2019,CIAS ABERTAS,TEC TOY S/A,True,True,False
TEGMA,ON,TGMA3,02.351.144/0001-18,AÇÃO,BRTGMAACNOR7,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE RODOVIÁRIO,020800,Concedido em 28/06/2007,CIAS ABERTAS,TEGMA GESTÃO LOGÍSTICA SA,True,True,False
TEGRA INCORP,ON,TEGA3,30.213.493/0001-09,AÇÃO,BRTEGAACNOR4,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,025844,Concedido em 12/05/2021,CIAS ABERTAS,TEGRA INCORPORADORA S.A.,True,True,False
TEKA,ON;PN,TEKA3;TEKA4,82.636.986/0001-55,AÇÃO,BRTEKAACNOR6;BRTEKAACNPR3,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,011223,Concedido em 04/12/1969,CIAS ABERTAS,TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL,True,True,False
TEKNO,ON;PN,TKNO3;TKNO4,33.467.572/0001-34,AÇÃO,BRTKNOACNOR8;BRTKNOACNPR5,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,ARTEFATOS DE FERRO E AÇO,011231,Concedido em 20/07/1977,CIAS ABERTAS,TEKNO S.A. INDÚSTRIA E COMÉRCIO,True,True,False
TEL B CAMPO,PN,TBCP4,TBCP4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELE CENTROESTE CEL,ON,TCOC3,TCOC3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELE CENTROESTE CEL,PN,TCOC4,TCOC4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELE LESTE CELULAR,ON,TLCP3,TLCP3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELE LESTE CELULAR,PN,TLCP4,TLCP4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELE NORDESTE CELUL,ON,TNEP3,TNEP3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELE NORDESTE CELUL,PN,TNEP4,TNEP4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELE NORT CL,ON;PN,TNCP3;TNCP4,02.558.154/0001-29,AÇÃO,BRTNCPACNOR2;BRTNCPACNPR9,-,-,-,017604,Cancelado em 07/01/2013,CIAS ABERTAS,TELE NORTE CELULAR PARTICIPAÇÕES SA,True,True,False
TELE SUDESTE CELULA,ON,TSEP3,TSEP3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELE SUDESTE CELULA,PN,TSEP4,TSEP4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELEBAHIA,ON,TEBA3,TEBA3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELEBAHIA,PNA,TEBA5,TEBA5,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELEBAHIA,PNB,TEBA6,TEBA6,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELEBAHIA CELULAR,ON,TBAC3,TBAC3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELEBAHIA CELULAR,PNB,TBAC6,TBAC6,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELEBRAS,ON;PN,TELB3;TELB4,00.336.701/0001-04,AÇÃO,BRTELBACNOR2;BRTELBACNPR9,COMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,011258,Concedido em 21/01/1981,CIAS ABERTAS,TELEC. BRASILEIRAS S.A. - TELEBRÁS,True,True,False
TELEBRAS (OLD),ON,TELB3-OLD,TELB3-OLD,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELEBRAS (OLD),PN,TELB4-OLD,TELB4-OLD,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELEBRASILIA,ON,TBRS3,TBRS3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELEBRASILIA,PN,TBRS4,TBRS4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELEF BRASIL,ON;PN,VIVT3;VIVT4,02.558.157/0001-62,AÇÃO,BRVIVTACNOR0;BRVIVTACNPR7,COMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,017671,Concedido em 19/08/1998,CIAS ABERTAS,TELEFÔNICA BRASIL S.A.,True,True,False
TELEFONICA DATA HLD,ON,TDBH3,TDBH3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELEFONICA DATA HLD,PN,TDBH4,TDBH4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELEMAR,ON;PN,TNLP3;TNLP4,02.558.134/0001-58,AÇÃO,BRTNLPACNOR3;BRTNLPACNPR0,-,-,-,017655,Cancelado em 27/02/2012,CIAS ABERTAS,TELE NORTE LESTE PARTICIPAÇÕES SA,True,True,False
TELEMAR N L,ON;PNA;PNB,TMAR3;TMAR5;TMAR6,33.000.118/0001-79,AÇÃO,BRTMARACNOR4;BRTMARACNPA7;BRTMARACNPB5,-,-,-,011320,Cancelado em 11/05/2012,CIAS ABERTAS,TELEMAR NORTE LESTE SA,True,True,False
TELEMIG,ON,TMGR3,TMGR3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELEMIG,PNB,TMGR6,TMGR6,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELEMIG CL,ON;PNB;PNC;PND;PNE;PNF;PNG,TMGC3;TMGC6;TMGC7;TMGC8;TMGC11;TMGC12;TMGC13,02.320.739/0001-06,AÇÃO,-,-,-,-,017213,Cancelado em 16/10/2009,CIAS ABERTAS,TELEMIG CELULAR SA,True,True,False
TELEMIG PART,ON;PN,TMCP3;TMCP4,02.558.118/0001-65,AÇÃO,-,-,-,-,017701,Cancelado em 16/10/2009,CIAS ABERTAS,TELEMIG CELULAR PARTICIPAÇÕES S.A.,True,True,False
TELERJ CEL,ON,TRJC3,TRJC3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELERJ CEL,PNB,TRJC6,TRJC6,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELESP CEL,ON,TSPC3,TSPC3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELESP CEL,PNB,TSPC6,TSPC6,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELESP PART,ON,TLPP3F,TLPP3F,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELESP PART,PN,TLPP4F,TLPP4F,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELET,ON,TETE3,TETE3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELET,PNB,TETE6,TETE6,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
TELINVEST,ON,TLVT3B,02.476.710/0001-18,AÇÃO,BRTLVTACNOR8,FINANCEIRO,OUTROS,OUTROS,017418,Cancelado em 11/06/2018,CIAS ABERTAS,TELINVEST SA,True,True,False
TEMPO PART,ON,TEMP3,06.977.739/0001-34,AÇÃO,BRTEMPACNOR0,-,-,-,019917,Cancelado em 10/05/2016,CIAS ABERTAS,TEMPO PARTICIPAÇOES S/A,True,True,False
TENDA,ON;ON-OLD,TEND3;TEND3-OLD,71.476.527/0001-35,AÇÃO,BRTENDACNOR4;-,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,021148,Concedido em 11/10/2007,CIAS ABERTAS,CONSTRUTORA TENDA S/A,True,True,False
TEREOS,ON,TERI3,11.566.501/0001-56,AÇÃO,BRTERIACNOR4,-,-,-,022136,Cancelado em 28/09/2016,CIAS ABERTAS,TEREOS INTERNACIONAL S/A,True,True,False
TERRASANTAPA,ON,LAND3,40.337.136/0001-06,AÇÃO,BRLANDACNOR9,CONSUMO NÃO CÍCLICO,AGROPECUÁRIA,AGRICULTURA,026000,Concedido em 14/07/2021,CIAS ABERTAS,TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,True,True,False
TEX RENAUX,ON;PN,TXRX3;TXRX4,82.982.075/0001-80,AÇÃO,BRTXRXACNOR3;BRTXRXACNPR0,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,007544,Concedido em 11/08/1969,CIAS ABERTAS,TÊXTIL RENAUXVIEW S/A,True,True,False
TIG LTD,A,TARP11,TARP11,AÇÃO,BRTARPBDR001,-,-,-,-,-,-,-,True,False,False
TIM,ON;PN,TIMS3;TCSL4,02.421.421/0001-11,AÇÃO,BRTIMSACNOR5;-,COMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,024929,Concedido em 17/03/2020,CIAS ABERTAS,TIM S.A.,True,True,False
TIM NORDESTE,ON;PNB;PNC;PND,TPEC3B;TPEC6B;TPEC7B;TPEC8B,02.336.993/0001-00,AÇÃO,-,-,-,-,017078,Cancelado em 06/12/2005,CIAS ABERTAS,TIM NORDESTE TELECOMUNICAÇÕES S.A.,True,True,False
TIM SUL,ON;PNB,TPRC3;TPRC6,02.332.397/0001-44,AÇÃO,-,-,-,-,017221,Cancelado em 06/12/2005,CIAS ABERTAS,TIM SUL S.A.,True,True,False
TIME FOR FUN,ON,SHOW3,02.860.694/0001-62,AÇÃO,BRSHOWACNOR7,CONSUMO CÍCLICO,VIAGENS E LAZER,PRODUÇÃO DE EVENTOS E SHOWS,022454,Concedido em 11/04/2011,CIAS ABERTAS,T4F ENTRETENIMENTO SA,True,True,False
TIVIT,ON,TVIT3,07.073.027/0001-53,AÇÃO,BRTVITACNOR4,-,-,-,021768,Cancelado em 11/01/2011,CIAS ABERTAS,"TIVIT TERCEIRIZAÇÃO DE PROCESSOS, SERVIÇOS E TECNOLOGIA S/A",True,True,False
TOTVS,ON,TOTS3,53.113.791/0001-22,AÇÃO,BRTOTSACNOR8,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,019992,Concedido em 07/03/2006,CIAS ABERTAS,TOTVS S.A,True,True,False
TRACK FIELD,PN,TFCO4,59.418.806/0001-47,AÇÃO,BRTFCOACNPR8,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,VESTUÁRIO,025208,Concedido em 22/10/2020,CIAS ABERTAS,TRACK & FIELD CO S.A,True,True,False
TRAFO,ON;PN,TRFO3;TRFO4,90.286.105/0001-41,AÇÃO,-,-,-,-,011452,Cancelado em 30/12/2009,CIAS ABERTAS,TRAFO EQUIPAMENTOS ELETRICOS S.A.,True,True,False
TRAN PAULIST,ON;PN,TRPL3;TRPL4,02.998.611/0001-04,AÇÃO,BRTRPLACNOR4;BRTRPLACNPR1,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,018376,Concedido em 14/07/1999,CIAS ABERTAS,CTEEP CIA TRANSM ENERGIA ELÉTR. PAULISTA,True,True,False
TRANSBRASIL,PN,TRBR4,60.872.173/0001-21,AÇÃO,BRTRBRACNPR8,-,-,-,011479,Cancelado em 04/01/2010,CIAS ABERTAS,TRANSBRASIL SA LINHAS AEREAS - FALIDA,True,True,False
TRANSPARANA,PN,TRPA4,78.594.876/0001-09,AÇÃO,-,-,-,-,011495,Cancelado em 09/08/2021,CIAS ABERTAS,MASSA FALIDA DA TRANSPARANA SA,True,True,False
TREVISA,ON;PN,LUXM3;LUXM4,92.660.570/0001-26,AÇÃO,BRLUXMACNOR7;BRLUXMACNPR4,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE HIDROVIÁRIO,008192,Concedido em 15/12/1980,CIAS ABERTAS,TREVISA  INVESTIMENTOS SA,True,True,False
TRIKEM,PN,CPCA4,CPCA4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
